Store,Product_Category,Month,Quantity,Original_Price,Discount_%,Final_Price,Revenue,Customer_Rating
Delhi,Groceries,February,23,2969.26,15,2523.87,58049.08,4.4
Kolkata,Groceries,March,12,2423.41,10,2181.06,26172.77,4.1
Bangalore,Groceries,June,34,2540.84,15,2159.71,73430.18,3.3
Delhi,Furniture,January,35,4068.63,10,3661.77,128161.83,2.8
Pune,Groceries,May,4,1030.69,5,979.15,3916.61,4.4
Jaipur,Groceries,March,37,202.58,0,202.58,7495.36,4.9
Chennai,Sports,June,4,2040.09,0,2040.09,8160.37,4.2
Delhi,Groceries,April,41,1329.31,5,1262.84,51776.53,4.0
Pune,Electronics,February,25,403.98,10,363.58,9089.55,2.7
Hyderabad,Sports,March,30,2546.58,10,2291.93,68757.78,3.6
Hyderabad,Furniture,May,45,664.22,0,664.22,29889.73,3.5
Delhi,Groceries,May,38,2331.38,0,2331.38,88592.34,4.9
Hyderabad,Electronics,February,49,842.02,5,799.92,39195.95,3.2
Kolkata,Toys,February,38,4354.03,0,4354.03,165453.12,2.8
Chennai,Furniture,February,4,3698.39,10,3328.55,13314.21,4.2
Jaipur,Electronics,June,9,583.11,20,466.49,4198.4,3.1
Jaipur,Clothing,April,43,2872.67,0,2872.67,123524.71,3.5
Jaipur,Toys,March,47,4362.7,15,3708.29,174289.68,4.0
Pune,Sports,February,48,2974.46,15,2528.29,121357.85,3.0
Hyderabad,Groceries,February,44,4587.36,15,3899.26,171567.35,4.5
Chennai,Toys,January,26,4857.61,20,3886.09,101038.23,3.5
Jaipur,Sports,March,37,2171.01,20,1736.81,64262.03,2.5
Delhi,Electronics,February,37,3951.03,10,3555.93,131569.43,3.4
Hyderabad,Toys,April,29,1473.64,20,1178.91,34188.45,3.6
Jaipur,Toys,April,18,3037.36,10,2733.62,49205.23,3.6
Hyderabad,Toys,February,33,4193.33,5,3983.66,131460.75,3.6
Bangalore,Clothing,April,49,2567.38,5,2439.01,119511.55,4.6
Hyderabad,Clothing,January,21,2129.29,15,1809.9,38007.85,3.5
Bangalore,Electronics,January,45,4116.09,20,3292.87,148179.13,4.0
Delhi,Toys,March,10,2760.69,5,2622.66,26226.56,2.7
Chennai,Groceries,March,19,3737.24,20,2989.79,56806.02,3.5
Hyderabad,Furniture,June,13,4766.83,10,4290.15,55771.97,3.5
Pune,Clothing,April,47,2577.91,20,2062.33,96929.57,2.6
Kolkata,Toys,March,48,1089.02,20,871.22,41818.56,2.8
Pune,Sports,February,41,4523.54,0,4523.54,185465.25,4.1
Mumbai,Clothing,March,16,4226.61,0,4226.61,67625.77,2.7
Jaipur,Electronics,January,26,3808.11,0,3808.11,99010.98,2.9
Pune,Groceries,June,47,3671.05,0,3671.05,172539.47,2.9
Chennai,Groceries,June,28,476.11,15,404.7,11331.53,2.9
Jaipur,Groceries,March,32,2499.26,15,2124.37,67979.76,3.9
Jaipur,Sports,January,34,303.0,5,287.85,9786.82,4.0
Kolkata,Sports,May,13,930.57,15,790.98,10282.8,2.9
Pune,Clothing,February,10,2779.95,5,2640.95,26409.54,3.3
Jaipur,Toys,February,47,1814.7,10,1633.23,76761.62,4.6
Pune,Toys,February,46,4811.92,20,3849.53,177078.56,3.1
Mumbai,Electronics,March,43,4893.28,10,4403.95,189369.99,3.3
Pune,Furniture,April,33,4179.8,10,3761.82,124139.99,2.7
Hyderabad,Electronics,May,26,4461.68,10,4015.51,104403.23,3.6
Hyderabad,Toys,June,23,2885.91,15,2453.02,56419.46,4.2
Jaipur,Toys,June,8,877.81,20,702.25,5617.98,3.6
Chennai,Electronics,January,1,1836.45,10,1652.8,1652.8,4.2
Bangalore,Groceries,June,13,3009.53,0,3009.53,39123.83,4.1
Pune,Groceries,May,44,1129.53,10,1016.57,44729.2,4.6
Bangalore,Clothing,February,48,2863.08,10,2576.77,123684.85,4.2
Chennai,Electronics,May,26,2614.56,20,2091.65,54382.8,3.7
Pune,Furniture,May,28,3036.57,0,3036.57,85023.86,3.0
Delhi,Clothing,January,6,4549.27,20,3639.42,21836.51,4.3
Chennai,Groceries,June,2,4713.22,20,3770.58,7541.16,3.7
Kolkata,Groceries,February,49,1872.07,20,1497.66,73385.17,3.1
Mumbai,Furniture,January,45,2523.15,10,2270.84,102187.72,4.0
Kolkata,Clothing,May,19,4061.13,0,4061.13,77161.56,4.4
Bangalore,Electronics,January,42,985.85,5,936.55,39335.3,3.0
Kolkata,Clothing,February,25,2820.16,20,2256.12,56403.11,3.6
Kolkata,Electronics,March,39,3643.05,5,3460.9,134975.04,3.8
Jaipur,Clothing,April,24,2061.53,0,2061.53,49476.79,4.0
Jaipur,Electronics,May,9,1538.32,0,1538.32,13844.88,2.6
Bangalore,Electronics,April,5,2346.74,15,1994.73,9973.65,4.5
Pune,Clothing,May,13,192.83,20,154.27,2005.46,4.3
Pune,Electronics,March,48,1666.74,0,1666.74,80003.6,2.8
Bangalore,Groceries,May,42,4309.65,20,3447.72,144804.16,4.2
Delhi,Furniture,January,7,1631.73,15,1386.97,9708.8,3.0
Kolkata,Toys,May,14,1932.34,20,1545.87,21642.22,4.4
Mumbai,Clothing,April,44,366.88,20,293.51,12914.3,4.2
Chennai,Clothing,April,42,3657.95,10,3292.15,138270.33,3.3
Delhi,Groceries,June,20,3751.55,10,3376.4,67527.94,3.5
Jaipur,Groceries,June,47,4615.42,0,4615.42,216924.53,3.4
Mumbai,Furniture,March,14,995.79,15,846.42,11849.85,3.4
Bangalore,Electronics,January,16,2482.25,10,2234.03,35744.41,3.1
Jaipur,Furniture,March,42,2775.03,20,2220.02,93240.85,4.6
Bangalore,Clothing,February,36,818.81,5,777.87,28003.17,4.9
Chennai,Sports,January,17,3379.85,10,3041.86,51711.69,3.8
Bangalore,Sports,February,28,4031.74,20,3225.39,90310.99,2.8
Delhi,Toys,June,39,3783.94,10,3405.55,132816.41,4.9
Kolkata,Sports,March,7,745.27,0,745.27,5216.86,4.0
Kolkata,Sports,April,35,4377.91,20,3502.33,122581.52,2.6
Bangalore,Electronics,March,16,4260.58,15,3621.49,57943.89,3.0
Bangalore,Groceries,February,33,1027.06,15,873.0,28809.02,3.9
Bangalore,Electronics,March,48,4160.67,10,3744.61,179741.12,4.3
Hyderabad,Groceries,April,14,3387.96,20,2710.37,37945.19,4.8
Pune,Electronics,April,24,782.31,5,743.19,17836.66,3.5
Hyderabad,Clothing,June,27,3427.9,15,2913.71,78670.23,3.1
Pune,Groceries,June,47,4331.07,5,4114.52,193382.48,4.4
Kolkata,Toys,June,49,1185.43,5,1126.16,55181.98,3.4
Jaipur,Sports,January,29,2650.66,20,2120.53,61495.42,2.6
Kolkata,Toys,January,38,409.34,10,368.4,13999.31,3.1
Mumbai,Toys,June,25,3017.3,20,2413.84,60345.9,3.7
Chennai,Toys,June,35,4485.78,5,4261.49,149152.1,4.1
Mumbai,Groceries,January,16,1357.57,5,1289.69,20635.08,4.8
Pune,Clothing,June,6,1626.7,0,1626.7,9760.21,3.6
Jaipur,Groceries,January,37,1100.79,20,880.63,32583.28,4.7
Delhi,Electronics,March,36,2613.6,5,2482.92,89385.08,2.9
Hyderabad,Groceries,June,33,3647.74,0,3647.74,120375.52,3.1
Mumbai,Furniture,April,18,457.72,10,411.95,7415.03,4.1
Jaipur,Clothing,January,36,4597.42,5,4367.55,157231.78,2.6
Delhi,Electronics,May,18,2315.79,0,2315.79,41684.26,3.6
Pune,Toys,February,17,4321.08,10,3888.98,66112.58,2.6
Delhi,Clothing,April,3,4059.53,5,3856.56,11569.67,5.0
Kolkata,Sports,June,1,4443.86,0,4443.86,4443.86,4.6
Bangalore,Toys,May,26,1793.34,10,1614.01,41964.16,3.3
Delhi,Groceries,March,6,1752.92,10,1577.63,9465.77,2.5
Mumbai,Sports,January,49,1244.48,10,1120.03,54881.57,3.6
Mumbai,Furniture,March,30,2249.37,10,2024.44,60733.06,4.8
Chennai,Groceries,January,42,623.32,5,592.16,24870.61,3.2
Mumbai,Sports,June,23,905.01,10,814.5,18733.61,4.1
Bangalore,Electronics,April,34,4556.2,20,3644.96,123928.76,2.6
Chennai,Toys,June,37,942.19,0,942.19,34861.21,3.1
Chennai,Furniture,March,40,1140.2,15,969.17,38766.79,4.4
Delhi,Groceries,January,23,4905.89,20,3924.71,90268.37,3.2
Pune,Clothing,June,45,2027.27,10,1824.54,82104.49,4.3
Delhi,Toys,January,37,4166.12,0,4166.12,154146.6,4.1
Hyderabad,Toys,February,6,3986.33,20,3189.06,19134.38,3.0
Pune,Clothing,May,7,1378.5,10,1240.65,8684.56,3.4
Pune,Furniture,May,27,4744.12,20,3795.3,102473.0,3.8
Delhi,Electronics,June,16,3898.65,5,3703.72,59259.47,4.4
Bangalore,Toys,February,33,4696.51,10,4226.86,139486.47,4.6
Pune,Clothing,March,7,4119.59,20,3295.67,23069.69,3.3
Kolkata,Sports,February,7,4141.55,15,3520.32,24642.25,3.9
Jaipur,Electronics,January,10,4841.94,5,4599.84,45998.43,3.9
Jaipur,Electronics,June,27,3592.06,10,3232.86,87287.1,4.5
Delhi,Furniture,February,7,2124.23,0,2124.23,14869.58,4.2
Hyderabad,Clothing,January,11,373.13,20,298.5,3283.55,3.4
Chennai,Sports,January,45,2772.9,0,2772.9,124780.62,2.7
Chennai,Electronics,February,32,2470.92,0,2470.92,79069.28,3.4
Mumbai,Toys,February,48,2949.66,5,2802.18,134504.71,4.4
Chennai,Clothing,May,24,496.67,0,496.67,11920.16,3.0
Kolkata,Furniture,May,45,1706.41,0,1706.41,76788.32,4.7
Chennai,Furniture,February,20,2957.33,10,2661.59,53231.87,2.6
Chennai,Groceries,April,37,4375.87,5,4157.07,153811.72,4.8
Mumbai,Clothing,February,46,4811.6,5,4571.02,210266.86,4.6
Bangalore,Clothing,January,42,2812.44,15,2390.57,100403.99,4.4
Mumbai,Groceries,March,49,4257.51,10,3831.76,187756.27,5.0
Jaipur,Toys,June,7,1762.18,15,1497.85,10484.97,4.5
Chennai,Sports,June,1,351.19,5,333.63,333.63,2.7
Kolkata,Clothing,May,39,1849.21,15,1571.83,61301.44,3.0
Mumbai,Sports,March,26,1099.92,0,1099.92,28597.8,4.4
Chennai,Furniture,March,4,3604.11,10,3243.7,12974.81,4.0
Jaipur,Sports,January,12,4814.3,0,4814.3,57771.6,4.3
Kolkata,Sports,February,44,704.9,15,599.17,26363.42,3.6
Kolkata,Clothing,February,9,1854.01,20,1483.21,13348.87,4.2
Hyderabad,Furniture,February,20,4299.13,10,3869.21,77384.26,3.7
Kolkata,Clothing,April,14,2910.46,5,2764.94,38709.12,4.8
Hyderabad,Sports,May,36,684.97,15,582.22,20959.99,4.6
Hyderabad,Sports,May,40,2419.83,10,2177.85,87114.05,3.4
Bangalore,Toys,March,37,3906.31,10,3515.68,130080.2,4.2
Pune,Groceries,February,5,3562.36,20,2849.89,14249.44,2.8
Bangalore,Toys,June,17,2638.58,20,2110.86,35884.66,4.6
Hyderabad,Clothing,May,35,1600.71,5,1520.68,53223.7,4.8
Jaipur,Sports,February,41,4126.04,0,4126.04,169167.79,2.8
Hyderabad,Groceries,January,12,380.82,5,361.78,4341.35,2.9
Delhi,Toys,June,4,2955.16,10,2659.65,10638.58,4.8
Mumbai,Clothing,February,6,1040.91,10,936.82,5620.94,3.7
Mumbai,Furniture,January,2,2690.42,10,2421.38,4842.75,2.8
Jaipur,Clothing,May,20,1361.65,15,1157.4,23148.0,2.7
Jaipur,Toys,June,48,2244.81,20,1795.85,86200.8,4.5
Jaipur,Clothing,June,39,4477.68,0,4477.68,174629.64,3.3
Hyderabad,Sports,June,44,1648.39,5,1565.97,68902.53,4.8
Delhi,Sports,January,38,2476.59,5,2352.76,89404.83,4.2
Chennai,Sports,May,39,2469.14,10,2222.23,86666.84,4.5
Jaipur,Electronics,April,32,4243.77,5,4031.58,129010.61,3.0
Hyderabad,Electronics,April,42,403.54,5,383.36,16101.16,3.7
Pune,Clothing,January,40,4187.4,20,3349.92,133996.93,4.3
Pune,Electronics,May,2,1385.8,0,1385.8,2771.6,3.5
Jaipur,Groceries,March,18,1728.89,20,1383.11,24896.03,4.7
Chennai,Clothing,April,49,4834.74,5,4593.01,225057.34,3.9
Mumbai,Toys,January,4,4256.09,5,4043.28,16173.14,3.6
Bangalore,Clothing,March,16,1658.39,5,1575.47,25207.59,2.6
Kolkata,Clothing,January,48,3090.78,20,2472.62,118685.9,3.3
Bangalore,Clothing,March,12,4540.54,15,3859.46,46313.55,4.9
Chennai,Toys,June,12,490.6,20,392.48,4709.8,3.5
Delhi,Furniture,June,9,2091.44,20,1673.15,15058.38,3.8
Bangalore,Clothing,April,13,1430.6,5,1359.07,17667.88,4.6
Kolkata,Furniture,March,15,1001.82,20,801.46,12021.83,3.4
Jaipur,Groceries,April,26,4726.62,20,3781.3,98313.76,3.6
Chennai,Toys,January,27,4251.62,20,3401.3,91834.99,2.8
Kolkata,Sports,May,4,4209.18,20,3367.35,13469.39,3.3
Jaipur,Furniture,February,37,1578.87,0,1578.87,58418.04,2.7
Jaipur,Toys,June,28,4164.87,20,3331.9,93293.15,4.9
Delhi,Toys,February,45,3415.42,10,3073.88,138324.69,4.8
Jaipur,Toys,January,7,3533.96,20,2827.17,19790.18,4.8
Delhi,Groceries,January,15,3718.88,20,2975.1,44626.51,3.5
Hyderabad,Groceries,February,12,4777.31,5,4538.45,54461.38,2.6
Jaipur,Electronics,April,34,4029.02,10,3626.12,123287.91,4.1
Chennai,Clothing,March,35,2758.61,0,2758.61,96551.33,3.3
Mumbai,Sports,April,29,3080.24,20,2464.19,71461.47,3.1
Jaipur,Clothing,April,5,1517.3,0,1517.3,7586.48,2.9
Delhi,Electronics,March,27,4341.3,5,4124.23,111354.32,4.2
Delhi,Electronics,June,38,3998.74,15,3398.92,129159.14,4.3
Mumbai,Furniture,February,49,3489.43,10,3140.49,153883.8,3.8
Pune,Electronics,April,26,2952.14,20,2361.71,61404.59,4.7
Jaipur,Sports,April,30,4836.86,0,4836.86,145105.8,2.7
Mumbai,Clothing,April,49,644.64,20,515.71,25269.86,3.5
Pune,Furniture,February,23,876.4,15,744.94,17133.53,2.6
Jaipur,Toys,May,15,2563.48,20,2050.78,30761.71,4.6
Hyderabad,Toys,February,14,732.45,15,622.58,8716.14,4.3
Bangalore,Toys,April,7,146.76,20,117.41,821.87,3.3
Delhi,Clothing,May,10,2337.98,0,2337.98,23379.8,2.9
Chennai,Clothing,February,10,3577.39,15,3040.78,30407.81,4.3
Chennai,Electronics,April,49,1480.94,20,1184.75,58052.95,4.4
Mumbai,Electronics,January,5,195.3,15,166.0,830.01,4.0
Hyderabad,Groceries,March,36,2853.48,20,2282.79,82180.3,4.4
Mumbai,Sports,May,43,2724.16,5,2587.95,111281.86,3.1
Pune,Sports,January,1,3947.43,10,3552.69,3552.69,4.0
Pune,Sports,April,20,2781.79,0,2781.79,55635.86,4.9
Kolkata,Toys,February,47,1484.5,20,1187.6,55817.06,4.6
Mumbai,Electronics,May,3,4120.9,10,3708.81,11126.43,2.7
Bangalore,Electronics,May,38,413.11,15,351.15,13343.6,3.3
Chennai,Clothing,May,48,4729.07,10,4256.16,204295.66,3.1
Mumbai,Electronics,January,2,4694.43,5,4459.71,8919.43,4.9
Jaipur,Electronics,January,27,1362.4,15,1158.04,31267.01,4.4
Chennai,Clothing,May,7,2713.29,15,2306.29,16144.05,2.7
Jaipur,Sports,January,5,382.93,15,325.49,1627.46,4.0
Mumbai,Furniture,March,24,3505.35,5,3330.09,79922.06,2.7
Bangalore,Furniture,February,17,4274.05,10,3846.64,65392.89,2.9
Mumbai,Electronics,April,9,3930.72,15,3341.11,30070.02,4.5
Hyderabad,Groceries,March,45,4068.9,0,4068.9,183100.31,3.0
Chennai,Electronics,February,47,803.37,15,682.86,32094.6,3.8
Kolkata,Sports,March,28,4330.81,0,4330.81,121262.81,3.9
Jaipur,Sports,June,34,1923.01,5,1826.86,62113.34,2.8
Bangalore,Electronics,March,9,1295.58,10,1166.02,10494.17,4.9
Chennai,Sports,April,30,4488.22,15,3814.99,114449.69,3.3
Jaipur,Furniture,February,43,947.82,15,805.64,34642.71,3.1
Pune,Furniture,January,1,3761.76,15,3197.49,3197.49,4.9
Jaipur,Clothing,February,38,3842.9,5,3650.75,138728.58,4.4
Pune,Sports,April,17,1283.85,0,1283.85,21825.39,4.3
Jaipur,Groceries,February,6,2511.25,20,2009.0,12054.0,4.3
Hyderabad,Clothing,April,15,248.73,5,236.3,3544.45,3.5
Kolkata,Groceries,March,22,3418.01,10,3076.21,67676.6,2.7
Jaipur,Toys,January,7,1344.53,5,1277.3,8941.09,2.8
Pune,Electronics,April,6,3825.61,5,3634.33,21805.97,2.5
Chennai,Groceries,May,24,4344.51,10,3910.06,93841.47,3.5
Jaipur,Electronics,May,40,3611.37,10,3250.23,130009.35,3.2
Jaipur,Electronics,May,4,3758.36,20,3006.68,12026.74,3.4
Mumbai,Furniture,January,35,3214.6,5,3053.87,106885.34,2.5
Jaipur,Clothing,April,28,3497.55,5,3322.67,93034.83,3.6
Bangalore,Groceries,March,12,3662.39,15,3113.03,37356.39,4.6
Chennai,Electronics,January,45,3087.44,5,2933.07,131988.12,2.9
Kolkata,Sports,May,35,2424.73,20,1939.78,67892.47,3.8
Hyderabad,Toys,February,42,3600.85,10,3240.77,136112.22,2.6
Bangalore,Toys,May,2,4655.28,15,3956.99,7913.98,3.3
Delhi,Electronics,April,7,1559.98,20,1247.98,8735.88,4.7
Chennai,Groceries,June,6,1578.82,15,1342.0,8051.98,2.8
Jaipur,Electronics,May,8,2929.03,15,2489.68,19917.42,3.2
Delhi,Toys,February,38,517.81,20,414.25,15741.57,3.6
Pune,Clothing,February,48,4995.34,0,4995.34,239776.44,2.8
Hyderabad,Groceries,February,28,2668.56,20,2134.85,59775.78,3.7
Bangalore,Toys,April,39,4158.11,20,3326.49,129733.06,2.7
Delhi,Toys,March,26,1361.65,5,1293.57,33632.71,4.7
Bangalore,Sports,May,23,4123.6,20,3298.88,75874.2,4.6
Delhi,Groceries,January,29,4305.21,5,4089.95,118608.63,3.4
Jaipur,Sports,March,29,4660.29,0,4660.29,135148.53,5.0
Bangalore,Groceries,January,21,2098.69,5,1993.76,41868.87,2.7
Bangalore,Clothing,March,1,2619.71,10,2357.74,2357.74,4.1
Pune,Electronics,January,43,2251.74,10,2026.57,87142.35,3.0
Delhi,Clothing,June,44,3004.21,5,2854.0,125576.01,2.6
Delhi,Clothing,April,38,4649.92,5,4417.43,167862.19,3.2
Jaipur,Sports,May,49,1757.33,0,1757.33,86109.26,5.0
Chennai,Sports,February,21,3344.94,15,2843.2,59707.14,2.6
Chennai,Sports,March,16,295.01,20,236.0,3776.08,2.8
Pune,Toys,March,21,4359.83,10,3923.84,82400.72,4.6
Delhi,Sports,March,38,4210.31,10,3789.28,143992.7,3.4
Mumbai,Toys,June,21,1345.87,20,1076.7,22610.61,4.4
Jaipur,Clothing,June,31,3196.21,20,2556.97,79266.08,3.9
Pune,Sports,February,10,2953.93,15,2510.84,25108.42,3.0
Hyderabad,Toys,June,7,2980.21,20,2384.17,16689.19,2.5
Jaipur,Sports,June,33,2752.68,0,2752.68,90838.34,4.0
Kolkata,Toys,February,29,3702.62,10,3332.36,96638.38,4.6
Kolkata,Toys,May,42,1108.82,15,942.5,39584.94,3.2
Delhi,Sports,February,25,3820.27,10,3438.24,85956.1,4.9
Delhi,Clothing,April,25,617.69,10,555.92,13897.95,4.0
Delhi,Sports,May,2,446.88,5,424.53,849.07,4.6
Jaipur,Sports,May,20,4269.18,15,3628.8,72576.03,4.1
Mumbai,Groceries,January,45,2940.98,10,2646.89,119109.89,4.3
Bangalore,Sports,April,45,4582.69,0,4582.69,206221.11,2.5
Delhi,Groceries,April,36,4567.75,10,4110.97,147995.0,4.1
Hyderabad,Electronics,February,11,4180.2,5,3971.19,43683.08,3.3
Bangalore,Toys,March,13,4922.04,5,4675.94,60787.17,5.0
Mumbai,Clothing,February,23,4181.87,10,3763.68,86564.67,3.1
Mumbai,Clothing,January,37,4741.77,5,4504.68,166673.22,4.8
Pune,Furniture,April,36,1032.12,20,825.69,29724.97,3.3
Kolkata,Groceries,June,36,804.95,0,804.95,28978.31,3.8
Bangalore,Electronics,May,22,2316.6,20,1853.28,40772.11,3.0
Chennai,Furniture,April,4,4626.28,20,3701.03,14804.11,2.9
Kolkata,Electronics,February,22,1224.03,15,1040.42,22889.33,4.2
Pune,Toys,June,26,2332.28,15,1982.44,51543.33,3.9
Mumbai,Sports,January,37,998.78,10,898.9,33259.24,4.2
Delhi,Clothing,March,20,1447.62,0,1447.62,28952.43,4.5
Chennai,Clothing,April,12,2497.27,15,2122.68,25472.16,3.3
Mumbai,Clothing,February,32,4709.68,0,4709.68,150709.73,4.9
Delhi,Electronics,January,33,2422.97,5,2301.83,75960.23,3.2
Mumbai,Toys,May,14,1812.66,5,1722.03,24108.4,2.6
Chennai,Furniture,February,49,4132.72,10,3719.45,182252.84,4.1
Bangalore,Clothing,June,42,626.51,20,501.21,21050.66,3.9
Delhi,Furniture,February,48,4996.82,20,3997.45,191877.75,3.2
Hyderabad,Electronics,April,37,511.42,5,485.85,17976.29,4.5
Hyderabad,Toys,May,9,402.64,0,402.64,3623.72,3.2
Hyderabad,Clothing,April,29,4098.18,0,4098.18,118847.32,3.2
Mumbai,Clothing,February,3,3185.45,0,3185.45,9556.35,4.3
Pune,Furniture,March,23,1479.24,20,1183.39,27217.99,2.9
Jaipur,Furniture,February,32,2534.04,20,2027.23,64871.5,3.6
Jaipur,Clothing,March,25,3788.95,10,3410.06,85251.43,5.0
Delhi,Electronics,June,24,2217.13,10,1995.42,47890.0,3.5
Mumbai,Clothing,April,49,3603.27,10,3242.94,158904.16,4.1
Delhi,Clothing,May,36,558.44,15,474.67,17088.3,4.7
Bangalore,Sports,February,43,3706.57,15,3150.59,135475.26,4.1
Delhi,Electronics,January,20,3615.13,10,3253.61,65072.28,3.5
Pune,Groceries,March,40,3197.39,10,2877.65,115105.99,3.6
Kolkata,Clothing,February,29,2171.16,0,2171.16,62963.77,2.9
Chennai,Groceries,January,47,4913.05,5,4667.4,219367.89,2.9
Kolkata,Toys,February,28,439.61,0,439.61,12309.03,3.5
Hyderabad,Toys,April,33,2752.07,0,2752.07,90818.22,3.7
Delhi,Toys,June,26,1857.84,0,1857.84,48303.8,3.7
Mumbai,Electronics,June,2,4592.1,5,4362.5,8725.0,3.6
Kolkata,Clothing,March,41,2512.6,5,2386.97,97865.71,2.7
Hyderabad,Toys,February,6,4175.45,5,3966.68,23800.07,3.8
Bangalore,Sports,June,23,2336.89,5,2220.05,51061.12,4.8
Chennai,Electronics,February,9,906.37,5,861.06,7749.5,4.6
Delhi,Groceries,February,34,713.63,10,642.26,21836.99,2.7
Kolkata,Groceries,June,48,3192.47,10,2873.23,137914.85,2.8
Pune,Electronics,April,12,3275.35,10,2947.81,35373.76,3.2
Jaipur,Toys,January,27,123.86,20,99.08,2675.27,4.7
Chennai,Electronics,February,37,1316.61,10,1184.95,43843.07,3.8
Bangalore,Clothing,June,29,1271.09,15,1080.43,31332.33,3.0
Mumbai,Groceries,February,49,4831.49,10,4348.34,213068.63,3.3
Pune,Clothing,June,31,4144.66,5,3937.42,122060.1,5.0
Delhi,Sports,January,48,319.82,10,287.84,13816.08,4.1
Delhi,Electronics,June,23,756.72,0,756.72,17404.61,3.5
Delhi,Groceries,June,44,2471.0,20,1976.8,86979.15,4.2
Bangalore,Clothing,April,3,4145.12,15,3523.35,10570.06,3.0
Hyderabad,Sports,June,5,1516.84,10,1365.15,6825.76,3.0
Bangalore,Electronics,February,24,4828.15,20,3862.52,92700.48,5.0
Jaipur,Groceries,January,2,3536.68,10,3183.01,6366.03,4.8
Pune,Toys,May,5,4771.25,20,3817.0,19085.0,3.6
Pune,Toys,June,20,3453.73,5,3281.05,65620.93,4.4
Delhi,Sports,January,3,3276.46,10,2948.81,8846.44,4.6
Bangalore,Furniture,January,35,2639.99,20,2111.99,73919.74,4.0
Pune,Toys,January,47,685.3,15,582.5,27377.72,4.9
Pune,Toys,June,33,749.11,5,711.65,23484.48,4.2
Kolkata,Clothing,April,12,1554.79,5,1477.05,17724.59,4.6
Hyderabad,Sports,April,9,599.27,5,569.31,5123.76,4.1
Bangalore,Clothing,April,49,3232.09,0,3232.09,158372.36,4.4
Delhi,Electronics,February,7,2147.63,20,1718.11,12026.74,2.8
Kolkata,Groceries,February,18,2321.01,20,1856.81,33422.55,2.8
Mumbai,Electronics,January,21,4687.2,0,4687.2,98431.18,3.4
Delhi,Sports,May,20,2963.54,20,2370.83,47416.64,3.7
Chennai,Clothing,June,46,371.62,5,353.04,16239.87,4.0
Kolkata,Toys,June,17,4597.09,10,4137.38,70335.42,4.0
Delhi,Furniture,January,4,4893.82,20,3915.06,15660.23,2.8
Kolkata,Clothing,May,30,1604.73,10,1444.26,43327.71,3.9
Kolkata,Sports,April,35,2291.78,5,2177.19,76201.8,3.3
Kolkata,Electronics,January,6,2343.05,15,1991.59,11949.54,4.3
Mumbai,Furniture,May,38,2152.77,0,2152.77,81805.32,4.3
Chennai,Sports,May,34,2958.79,20,2367.03,80479.05,4.6
Hyderabad,Clothing,June,7,1827.39,5,1736.02,12152.17,3.6
Bangalore,Toys,February,32,974.75,15,828.53,26513.12,2.7
Kolkata,Toys,June,27,1943.67,15,1652.12,44607.24,3.9
Delhi,Toys,February,9,3328.62,15,2829.33,25463.93,4.3
Hyderabad,Groceries,June,28,119.2,10,107.28,3003.84,4.5
Kolkata,Furniture,June,23,664.26,10,597.84,13750.25,3.4
Pune,Toys,February,43,479.67,5,455.69,19594.51,4.1
Jaipur,Furniture,June,38,3223.27,5,3062.11,116360.12,3.8
Jaipur,Clothing,March,8,4392.07,20,3513.66,28109.26,4.4
Hyderabad,Clothing,June,10,3162.95,10,2846.65,28466.54,2.9
Jaipur,Furniture,March,39,408.25,15,347.01,13533.38,4.2
Mumbai,Toys,February,43,4978.53,20,3982.83,171261.55,2.9
Jaipur,Clothing,May,5,1347.85,0,1347.85,6739.26,3.0
Bangalore,Toys,May,18,358.85,10,322.96,5813.32,3.2
Mumbai,Groceries,February,6,2682.34,10,2414.1,14484.62,4.7
Jaipur,Toys,February,2,3642.98,20,2914.38,5828.77,3.0
Pune,Sports,April,14,207.71,0,207.71,2907.95,2.5
Hyderabad,Groceries,June,27,813.58,20,650.86,17573.34,2.8
Hyderabad,Clothing,March,22,863.67,0,863.67,19000.8,4.8
Jaipur,Electronics,March,28,3093.54,20,2474.83,69295.28,4.8
Hyderabad,Clothing,March,29,4640.66,10,4176.6,121121.26,3.3
Delhi,Furniture,February,45,3493.32,15,2969.32,133619.44,3.4
Chennai,Electronics,January,34,851.72,5,809.14,27510.66,2.9
Delhi,Furniture,June,39,618.44,20,494.76,19295.47,2.8
Jaipur,Clothing,February,44,2012.17,15,1710.34,75255.12,2.5
Jaipur,Clothing,February,20,879.88,15,747.9,14957.95,4.1
Bangalore,Toys,June,34,2766.22,5,2627.91,89348.82,3.8
Bangalore,Clothing,January,48,1018.88,0,1018.88,48906.4,4.3
Jaipur,Electronics,March,39,952.49,10,857.24,33432.37,2.5
Pune,Furniture,March,19,3135.95,20,2508.76,47666.51,4.2
Hyderabad,Electronics,February,19,4272.53,10,3845.28,73060.3,3.0
Delhi,Groceries,February,12,4908.96,10,4418.07,53016.82,3.4
Jaipur,Toys,March,30,3387.24,5,3217.88,96536.28,3.6
Delhi,Clothing,April,8,1352.76,15,1149.85,9198.8,4.0
Hyderabad,Furniture,May,19,2593.54,0,2593.54,49277.22,4.3
Mumbai,Sports,May,17,2217.37,0,2217.37,37695.28,2.7
Mumbai,Groceries,February,7,3617.57,15,3074.93,21524.52,4.2
